provinsi,kota_kabupaten,kecamatan,kelurahan_desa,latitude,longitude,waktu_lokal,suhu_celcius,kelembapan_persen,curah_hujan_mm,kondisi_cuaca,kecepatan_angin_kmh,kategori_wilayah,label_banjir
Jawa Tengah,Banjarnegara,Susukan,Berta,-7.5010278198,109.442332895,2026-03-31 17:00:00,25,90,2.0,Hujan Ringan,1.8,Banjarnegara - Batur,0
Jawa Tengah,Banjarnegara,Susukan,Berta,-7.5010278198,109.442332895,2026-03-31 20:00:00,24,94,0.2,Berawan,0.9,Banjarnegara - Batur,0
Jawa Tengah,Banjarnegara,Susukan,Berta,-7.5010278198,109.442332895,2026-03-31 23:00:00,23,95,0.0,Cerah Berawan,0.8,Banjarnegara - Batur,0
Jawa Tengah,Banjarnegara,Susukan,Berta,-7.5010278198,109.442332895,2026-04-01 02:00:00,22,96,0.0,Cerah Berawan,1.4,Banjarnegara - Batur,0
Jawa Tengah,Banjarnegara,Susukan,Berta,-7.5010278198,109.442332895,2026-04-01 05:00:00,22,97,0.0,Cerah,1.8,Banjarnegara - Batur,0
Jawa Tengah,Banjarnegara,Susukan,Berta,-7.5010278198,109.442332895,2026-04-01 08:00:00,28,78,0.0,Cerah,2.7,Banjarnegara - Batur,0
Jawa Tengah,Banjarnegara,Susukan,Berta,-7.5010278198,109.442332895,2026-04-01 11:00:00,30,68,4.8,Hujan Ringan,5.1,Banjarnegara - Batur,0
Jawa Tengah,Banjarnegara,Susukan,Berta,-7.5010278198,109.442332895,2026-04-01 14:00:00,25,92,6.2,Hujan Sedang,1.7,Banjarnegara - Batur,0
Jawa Tengah,Banjarnegara,Susukan,Berta,-7.5010278198,109.442332895,2026-04-01 17:00:00,24,97,4.8,Hujan Ringan,0.4,Banjarnegara - Batur,0
Jawa Tengah,Banjarnegara,Susukan,Berta,-7.5010278198,109.442332895,2026-04-01 20:00:00,24,95,0.0,Berawan,0.3,Banjarnegara - Batur,0
Jawa Tengah,Banjarnegara,Susukan,Berta,-7.5010278198,109.442332895,2026-04-01 23:00:00,23,95,0.0,Berawan,1.6,Banjarnegara - Batur,0
Jawa Tengah,Banjarnegara,Susukan,Berta,-7.5010278198,109.442332895,2026-04-02 02:00:00,22,96,0.0,Berawan,1.2,Banjarnegara - Batur,0
Jawa Tengah,Banjarnegara,Susukan,Berta,-7.5010278198,109.442332895,2026-04-02 05:00:00,22,98,0.0,Berawan,2.6,Banjarnegara - Batur,0
Jawa Tengah,Banjarnegara,Susukan,Berta,-7.5010278198,109.442332895,2026-04-02 08:00:00,26,84,1.8,Hujan Ringan,2.6,Banjarnegara - Batur,0
Jawa Tengah,Banjarnegara,Susukan,Berta,-7.5010278198,109.442332895,2026-04-02 11:00:00,30,66,1.8,Hujan Ringan,4.7,Banjarnegara - Batur,0
Jawa Tengah,Banjarnegara,Susukan,Berta,-7.5010278198,109.442332895,2026-04-02 14:00:00,27,84,1.8,Hujan Ringan,4.7,Banjarnegara - Batur,0
Jawa Tengah,Banjarnegara,Susukan,Berta,-7.5010278198,109.442332895,2026-04-02 17:00:00,24,98,1.8,Hujan Ringan,1.0,Banjarnegara - Batur,0
Jawa Tengah,Banjarnegara,Susukan,Berta,-7.5010278198,109.442332895,2026-04-02 20:00:00,24,97,0.0,Berawan,1.0,Banjarnegara - Batur,0
Jawa Tengah,Banjarnegara,Susukan,Berta,-7.5010278198,109.442332895,2026-04-02 23:00:00,23,99,0.0,Berawan,1.0,Banjarnegara - Batur,0
Bali,Buleleng,Gerokgak,Sumberklampok,-8.1504464629,114.4940119114,2026-03-31 18:00:00,28,74,0.0,Berawan,0.9,Buleleng - Gerokgak,0
Bali,Buleleng,Gerokgak,Sumberklampok,-8.1504464629,114.4940119114,2026-03-31 21:00:00,27,77,0.0,Cerah,2.8,Buleleng - Gerokgak,0
Bali,Buleleng,Gerokgak,Sumberklampok,-8.1504464629,114.4940119114,2026-04-01 00:00:00,26,83,0.0,Cerah,0.9,Buleleng - Gerokgak,0
Bali,Buleleng,Gerokgak,Sumberklampok,-8.1504464629,114.4940119114,2026-04-01 03:00:00,25,88,0.0,Cerah Berawan,6.1,Buleleng - Gerokgak,0
Bali,Buleleng,Gerokgak,Sumberklampok,-8.1504464629,114.4940119114,2026-04-01 06:00:00,25,89,0.0,Cerah,6.2,Buleleng - Gerokgak,0
Bali,Buleleng,Gerokgak,Sumberklampok,-8.1504464629,114.4940119114,2026-04-01 09:00:00,30,61,0.0,Cerah,5.2,Buleleng - Gerokgak,0
Bali,Buleleng,Gerokgak,Sumberklampok,-8.1504464629,114.4940119114,2026-04-01 12:00:00,31,62,0.0,Cerah,0.6,Buleleng - Gerokgak,0
Bali,Buleleng,Gerokgak,Sumberklampok,-8.1504464629,114.4940119114,2026-04-01 15:00:00,29,69,0.0,Cerah,4.8,Buleleng - Gerokgak,0
Bali,Buleleng,Gerokgak,Sumberklampok,-8.1504464629,114.4940119114,2026-04-01 18:00:00,27,78,0.0,Cerah,9.6,Buleleng - Gerokgak,0
Bali,Buleleng,Gerokgak,Sumberklampok,-8.1504464629,114.4940119114,2026-04-01 21:00:00,26,88,0.0,Cerah,8.4,Buleleng - Gerokgak,0
Bali,Buleleng,Gerokgak,Sumberklampok,-8.1504464629,114.4940119114,2026-04-02 00:00:00,24,87,0.0,Cerah,6.2,Buleleng - Gerokgak,0
Bali,Buleleng,Gerokgak,Sumberklampok,-8.1504464629,114.4940119114,2026-04-02 03:00:00,25,90,0.0,Cerah,4.7,Buleleng - Gerokgak,0
Bali,Buleleng,Gerokgak,Sumberklampok,-8.1504464629,114.4940119114,2026-04-02 06:00:00,26,90,0.0,Cerah,7.8,Buleleng - Gerokgak,0
Bali,Buleleng,Gerokgak,Sumberklampok,-8.1504464629,114.4940119114,2026-04-02 09:00:00,29,69,0.3,Cerah,7.8,Buleleng - Gerokgak,0
Bali,Buleleng,Gerokgak,Sumberklampok,-8.1504464629,114.4940119114,2026-04-02 12:00:00,30,69,0.3,Berawan,4.7,Buleleng - Gerokgak,0
Bali,Buleleng,Gerokgak,Sumberklampok,-8.1504464629,114.4940119114,2026-04-02 15:00:00,28,73,0.1,Cerah Berawan,4.7,Buleleng - Gerokgak,0
Bali,Buleleng,Gerokgak,Sumberklampok,-8.1504464629,114.4940119114,2026-04-02 18:00:00,27,81,0.1,Berawan,10.1,Buleleng - Gerokgak,0
Bali,Buleleng,Gerokgak,Sumberklampok,-8.1504464629,114.4940119114,2026-04-02 21:00:00,26,88,0.0,Berawan,10.1,Buleleng - Gerokgak,0
Daerah Istimewa Yogyakarta,Gunungkidul,Wonosari,Wonosari,-7.9597593064,110.6080550897,2026-03-31 16:00:00,26,83,0.4,Berawan,9.7,Gunungkidul - Panggang,0
Daerah Istimewa Yogyakarta,Gunungkidul,Wonosari,Wonosari,-7.9597593064,110.6080550897,2026-03-31 19:00:00,24,96,0.0,Berawan,2.9,Gunungkidul - Panggang,0
Daerah Istimewa Yogyakarta,Gunungkidul,Wonosari,Wonosari,-7.9597593064,110.6080550897,2026-03-31 22:00:00,23,97,0.0,Berawan,6.1,Gunungkidul - Panggang,0
Daerah Istimewa Yogyakarta,Gunungkidul,Wonosari,Wonosari,-7.9597593064,110.6080550897,2026-04-01 01:00:00,22,97,0.0,Cerah,3.8,Gunungkidul - Panggang,0
Daerah Istimewa Yogyakarta,Gunungkidul,Wonosari,Wonosari,-7.9597593064,110.6080550897,2026-04-01 04:00:00,22,97,0.0,Cerah,2.7,Gunungkidul - Panggang,0
Daerah Istimewa Yogyakarta,Gunungkidul,Wonosari,Wonosari,-7.9597593064,110.6080550897,2026-04-01 07:00:00,26,86,0.0,Cerah,3.0,Gunungkidul - Panggang,0
Daerah Istimewa Yogyakarta,Gunungkidul,Wonosari,Wonosari,-7.9597593064,110.6080550897,2026-04-01 10:00:00,30,66,3.7,Hujan Ringan,6.9,Gunungkidul - Panggang,0
Daerah Istimewa Yogyakarta,Gunungkidul,Wonosari,Wonosari,-7.9597593064,110.6080550897,2026-04-01 13:00:00,28,77,6.0,Hujan Sedang,5.3,Gunungkidul - Panggang,0
Daerah Istimewa Yogyakarta,Gunungkidul,Wonosari,Wonosari,-7.9597593064,110.6080550897,2026-04-01 16:00:00,24,91,4.0,Hujan Ringan,9.7,Gunungkidul - Panggang,0
Daerah Istimewa Yogyakarta,Gunungkidul,Wonosari,Wonosari,-7.9597593064,110.6080550897,2026-04-01 19:00:00,23,98,0.0,Berawan,2.2,Gunungkidul - Panggang,0
Daerah Istimewa Yogyakarta,Gunungkidul,Wonosari,Wonosari,-7.9597593064,110.6080550897,2026-04-01 22:00:00,23,99,0.0,Berawan,2.8,Gunungkidul - Panggang,0
Daerah Istimewa Yogyakarta,Gunungkidul,Wonosari,Wonosari,-7.9597593064,110.6080550897,2026-04-02 01:00:00,22,99,0.0,Udara Kabur,2.7,Gunungkidul - Panggang,0
Daerah Istimewa Yogyakarta,Gunungkidul,Wonosari,Wonosari,-7.9597593064,110.6080550897,2026-04-02 04:00:00,21,99,0.0,Kabut/Asap,0.3,Gunungkidul - Panggang,0
Daerah Istimewa Yogyakarta,Gunungkidul,Wonosari,Wonosari,-7.9597593064,110.6080550897,2026-04-02 07:00:00,25,87,1.6,Hujan Ringan,2.1,Gunungkidul - Panggang,0
Daerah Istimewa Yogyakarta,Gunungkidul,Wonosari,Wonosari,-7.9597593064,110.6080550897,2026-04-02 10:00:00,29,73,1.6,Hujan Ringan,9.8,Gunungkidul - Panggang,0
Daerah Istimewa Yogyakarta,Gunungkidul,Wonosari,Wonosari,-7.9597593064,110.6080550897,2026-04-02 13:00:00,26,86,2.4,Hujan Ringan,9.8,Gunungkidul - Panggang,0
Daerah Istimewa Yogyakarta,Gunungkidul,Wonosari,Wonosari,-7.9597593064,110.6080550897,2026-04-02 16:00:00,26,86,2.4,Hujan Ringan,5.1,Gunungkidul - Panggang,0
Daerah Istimewa Yogyakarta,Gunungkidul,Wonosari,Wonosari,-7.9597593064,110.6080550897,2026-04-02 19:00:00,24,95,0.0,Berawan,5.1,Gunungkidul - Panggang,0
Daerah Istimewa Yogyakarta,Gunungkidul,Wonosari,Wonosari,-7.9597593064,110.6080550897,2026-04-02 22:00:00,23,96,0.0,Berawan,2.7,Gunungkidul - Panggang,0
Daerah Istimewa Yogyakarta,Gunungkidul,Patuk,Bunder,-7.8872452524,110.5332024517,2026-03-31 17:00:00,25,92,0.3,Berawan,5.0,Gunungkidul - Purwosari,0
Daerah Istimewa Yogyakarta,Gunungkidul,Patuk,Bunder,-7.8872452524,110.5332024517,2026-03-31 20:00:00,23,93,0.4,Berawan,8.3,Gunungkidul - Purwosari,0
Daerah Istimewa Yogyakarta,Gunungkidul,Patuk,Bunder,-7.8872452524,110.5332024517,2026-03-31 23:00:00,23,96,0.0,Berawan,6.5,Gunungkidul - Purwosari,0
Daerah Istimewa Yogyakarta,Gunungkidul,Patuk,Bunder,-7.8872452524,110.5332024517,2026-04-01 02:00:00,22,96,0.0,Cerah Berawan,5.6,Gunungkidul - Purwosari,0
Daerah Istimewa Yogyakarta,Gunungkidul,Patuk,Bunder,-7.8872452524,110.5332024517,2026-04-01 05:00:00,22,96,0.0,Cerah,5.8,Gunungkidul - Purwosari,0
Daerah Istimewa Yogyakarta,Gunungkidul,Patuk,Bunder,-7.8872452524,110.5332024517,2026-04-01 08:00:00,27,77,0.0,Cerah Berawan,5.1,Gunungkidul - Purwosari,0
Daerah Istimewa Yogyakarta,Gunungkidul,Patuk,Bunder,-7.8872452524,110.5332024517,2026-04-01 11:00:00,30,68,2.9,Hujan Ringan,10.0,Gunungkidul - Purwosari,0
Daerah Istimewa Yogyakarta,Gunungkidul,Patuk,Bunder,-7.8872452524,110.5332024517,2026-04-01 14:00:00,27,80,6.1,Hujan Sedang,5.8,Gunungkidul - Purwosari,0
Daerah Istimewa Yogyakarta,Gunungkidul,Patuk,Bunder,-7.8872452524,110.5332024517,2026-04-01 17:00:00,24,97,2.9,Hujan Ringan,0.5,Gunungkidul - Purwosari,0
Daerah Istimewa Yogyakarta,Gunungkidul,Patuk,Bunder,-7.8872452524,110.5332024517,2026-04-01 20:00:00,23,98,0.0,Berawan,2.2,Gunungkidul - Purwosari,0
Daerah Istimewa Yogyakarta,Gunungkidul,Patuk,Bunder,-7.8872452524,110.5332024517,2026-04-01 23:00:00,22,99,0.0,Udara Kabur,3.1,Gunungkidul - Purwosari,0
Daerah Istimewa Yogyakarta,Gunungkidul,Patuk,Bunder,-7.8872452524,110.5332024517,2026-04-02 02:00:00,22,99,0.0,Kabut/Asap,3.1,Gunungkidul - Purwosari,0
Daerah Istimewa Yogyakarta,Gunungkidul,Patuk,Bunder,-7.8872452524,110.5332024517,2026-04-02 05:00:00,22,99,0.0,Berawan,1.0,Gunungkidul - Purwosari,0
Daerah Istimewa Yogyakarta,Gunungkidul,Patuk,Bunder,-7.8872452524,110.5332024517,2026-04-02 08:00:00,27,81,1.5,Hujan Ringan,1.0,Gunungkidul - Purwosari,0
Daerah Istimewa Yogyakarta,Gunungkidul,Patuk,Bunder,-7.8872452524,110.5332024517,2026-04-02 11:00:00,30,70,1.5,Hujan Ringan,8.7,Gunungkidul - Purwosari,0
Daerah Istimewa Yogyakarta,Gunungkidul,Patuk,Bunder,-7.8872452524,110.5332024517,2026-04-02 14:00:00,27,83,2.3,Hujan Ringan,8.7,Gunungkidul - Purwosari,0
Daerah Istimewa Yogyakarta,Gunungkidul,Patuk,Bunder,-7.8872452524,110.5332024517,2026-04-02 17:00:00,25,90,2.3,Hujan Ringan,4.7,Gunungkidul - Purwosari,0
Daerah Istimewa Yogyakarta,Gunungkidul,Patuk,Bunder,-7.8872452524,110.5332024517,2026-04-02 20:00:00,24,95,0.0,Berawan,4.7,Gunungkidul - Purwosari,0
Daerah Istimewa Yogyakarta,Gunungkidul,Patuk,Bunder,-7.8872452524,110.5332024517,2026-04-02 23:00:00,23,96,0.0,Berawan,1.1,Gunungkidul - Purwosari,0
Daerah Istimewa Yogyakarta,Gunungkidul,Tepus,Giripanggung,-8.1047209029,110.6898565943,2026-03-31 17:00:00,25,89,0.1,Berawan,3.7,Gunungkidul - Tepus,0
Daerah Istimewa Yogyakarta,Gunungkidul,Tepus,Giripanggung,-8.1047209029,110.6898565943,2026-03-31 20:00:00,24,95,0.0,Berawan,3.8,Gunungkidul - Tepus,0
Daerah Istimewa Yogyakarta,Gunungkidul,Tepus,Giripanggung,-8.1047209029,110.6898565943,2026-03-31 23:00:00,23,98,0.0,Kabut/Asap,2.6,Gunungkidul - Tepus,0
Daerah Istimewa Yogyakarta,Gunungkidul,Tepus,Giripanggung,-8.1047209029,110.6898565943,2026-04-01 02:00:00,22,98,0.0,Kabut/Asap,2.3,Gunungkidul - Tepus,0
Daerah Istimewa Yogyakarta,Gunungkidul,Tepus,Giripanggung,-8.1047209029,110.6898565943,2026-04-01 05:00:00,22,98,0.0,Berawan,2.5,Gunungkidul - Tepus,0
Daerah Istimewa Yogyakarta,Gunungkidul,Tepus,Giripanggung,-8.1047209029,110.6898565943,2026-04-01 08:00:00,28,76,0.1,Cerah Berawan,8.9,Gunungkidul - Tepus,0
Daerah Istimewa Yogyakarta,Gunungkidul,Tepus,Giripanggung,-8.1047209029,110.6898565943,2026-04-01 11:00:00,28,76,4.3,Hujan Ringan,12.2,Gunungkidul - Tepus,0
Daerah Istimewa Yogyakarta,Gunungkidul,Tepus,Giripanggung,-8.1047209029,110.6898565943,2026-04-01 14:00:00,26,88,2.9,Hujan Ringan,11.4,Gunungkidul - Tepus,0
Daerah Istimewa Yogyakarta,Gunungkidul,Tepus,Giripanggung,-8.1047209029,110.6898565943,2026-04-01 17:00:00,24,96,3.1,Hujan Ringan,11.3,Gunungkidul - Tepus,0
Daerah Istimewa Yogyakarta,Gunungkidul,Tepus,Giripanggung,-8.1047209029,110.6898565943,2026-04-01 20:00:00,24,97,0.0,Berawan,4.1,Gunungkidul - Tepus,0
Daerah Istimewa Yogyakarta,Gunungkidul,Tepus,Giripanggung,-8.1047209029,110.6898565943,2026-04-01 23:00:00,23,99,0.0,Kabut/Asap,1.9,Gunungkidul - Tepus,0
Daerah Istimewa Yogyakarta,Gunungkidul,Tepus,Giripanggung,-8.1047209029,110.6898565943,2026-04-02 02:00:00,22,99,0.0,Kabut/Asap,4.0,Gunungkidul - Tepus,0
Daerah Istimewa Yogyakarta,Gunungkidul,Tepus,Giripanggung,-8.1047209029,110.6898565943,2026-04-02 05:00:00,22,99,0.0,Berawan,1.4,Gunungkidul - Tepus,0
Daerah Istimewa Yogyakarta,Gunungkidul,Tepus,Giripanggung,-8.1047209029,110.6898565943,2026-04-02 08:00:00,27,82,1.8,Hujan Ringan,1.4,Gunungkidul - Tepus,0
Daerah Istimewa Yogyakarta,Gunungkidul,Tepus,Giripanggung,-8.1047209029,110.6898565943,2026-04-02 11:00:00,28,77,1.8,Hujan Ringan,12.1,Gunungkidul - Tepus,0
Daerah Istimewa Yogyakarta,Gunungkidul,Tepus,Giripanggung,-8.1047209029,110.6898565943,2026-04-02 14:00:00,26,86,1.9,Hujan Ringan,12.1,Gunungkidul - Tepus,0
Daerah Istimewa Yogyakarta,Gunungkidul,Tepus,Giripanggung,-8.1047209029,110.6898565943,2026-04-02 17:00:00,25,93,1.9,Hujan Ringan,8.8,Gunungkidul - Tepus,0
Daerah Istimewa Yogyakarta,Gunungkidul,Tepus,Giripanggung,-8.1047209029,110.6898565943,2026-04-02 20:00:00,24,94,0.0,Berawan,8.8,Gunungkidul - Tepus,0
Daerah Istimewa Yogyakarta,Gunungkidul,Tepus,Giripanggung,-8.1047209029,110.6898565943,2026-04-02 23:00:00,23,96,0.0,Berawan,6.3,Gunungkidul - Tepus,0
Bali,Karangasem,Manggis,Gegelang,-8.494945543,115.4763728326,2026-03-31 18:00:00,24,89,0.0,Berawan,7.2,Karangasem - Kubu,0
Bali,Karangasem,Manggis,Gegelang,-8.494945543,115.4763728326,2026-03-31 21:00:00,24,89,0.0,Berawan,8.7,Karangasem - Kubu,0
Bali,Karangasem,Manggis,Gegelang,-8.494945543,115.4763728326,2026-04-01 00:00:00,23,87,0.0,Cerah,7.7,Karangasem - Kubu,0
Bali,Karangasem,Manggis,Gegelang,-8.494945543,115.4763728326,2026-04-01 03:00:00,22,87,0.0,Cerah Berawan,4.5,Karangasem - Kubu,0
Bali,Karangasem,Manggis,Gegelang,-8.494945543,115.4763728326,2026-04-01 06:00:00,22,86,0.0,Cerah,3.2,Karangasem - Kubu,0
Bali,Karangasem,Manggis,Gegelang,-8.494945543,115.4763728326,2026-04-01 09:00:00,28,70,0.0,Cerah,11.0,Karangasem - Kubu,0
Bali,Karangasem,Manggis,Gegelang,-8.494945543,115.4763728326,2026-04-01 12:00:00,31,67,0.0,Cerah,12.0,Karangasem - Kubu,0
Bali,Karangasem,Manggis,Gegelang,-8.494945543,115.4763728326,2026-04-01 15:00:00,28,74,0.0,Cerah,9.1,Karangasem - Kubu,0
Bali,Karangasem,Manggis,Gegelang,-8.494945543,115.4763728326,2026-04-01 18:00:00,25,89,0.0,Cerah Berawan,6.8,Karangasem - Kubu,0
Bali,Karangasem,Manggis,Gegelang,-8.494945543,115.4763728326,2026-04-01 21:00:00,24,92,0.0,Cerah,7.2,Karangasem - Kubu,0
Bali,Karangasem,Manggis,Gegelang,-8.494945543,115.4763728326,2026-04-02 00:00:00,24,91,0.0,Cerah,4.8,Karangasem - Kubu,0
Bali,Karangasem,Manggis,Gegelang,-8.494945543,115.4763728326,2026-04-02 03:00:00,23,89,0.0,Cerah,5.1,Karangasem - Kubu,0
Bali,Karangasem,Manggis,Gegelang,-8.494945543,115.4763728326,2026-04-02 06:00:00,24,89,0.0,Cerah,5.0,Karangasem - Kubu,0
Bali,Karangasem,Manggis,Gegelang,-8.494945543,115.4763728326,2026-04-02 09:00:00,28,76,1.0,Hujan Ringan,5.0,Karangasem - Kubu,0
Bali,Karangasem,Manggis,Gegelang,-8.494945543,115.4763728326,2026-04-02 12:00:00,26,86,1.0,Hujan Ringan,4.6,Karangasem - Kubu,0
Bali,Karangasem,Manggis,Gegelang,-8.494945543,115.4763728326,2026-04-02 15:00:00,26,83,0.3,Berawan,4.6,Karangasem - Kubu,0
Bali,Karangasem,Manggis,Gegelang,-8.494945543,115.4763728326,2026-04-02 18:00:00,24,92,0.3,Berawan,4.0,Karangasem - Kubu,0
Bali,Karangasem,Manggis,Gegelang,-8.494945543,115.4763728326,2026-04-02 21:00:00,23,92,0.0,Berawan,4.0,Karangasem - Kubu,0
Jawa Timur,Pasuruan,Nguling,Sanganom,-7.7764376754,113.0470088837,2026-03-31 17:00:00,25,86,0.0,Berawan,1.1,Pasuruan - Tosari,0
Jawa Timur,Pasuruan,Nguling,Sanganom,-7.7764376754,113.0470088837,2026-03-31 20:00:00,24,88,0.0,Berawan,4.2,Pasuruan - Tosari,0
Jawa Timur,Pasuruan,Nguling,Sanganom,-7.7764376754,113.0470088837,2026-03-31 23:00:00,24,84,0.0,Cerah Berawan,4.4,Pasuruan - Tosari,0
Jawa Timur,Pasuruan,Nguling,Sanganom,-7.7764376754,113.0470088837,2026-04-01 02:00:00,23,77,0.0,Cerah,3.2,Pasuruan - Tosari,0
Jawa Timur,Pasuruan,Nguling,Sanganom,-7.7764376754,113.0470088837,2026-04-01 05:00:00,24,75,0.0,Cerah,0.5,Pasuruan - Tosari,0
Jawa Timur,Pasuruan,Nguling,Sanganom,-7.7764376754,113.0470088837,2026-04-01 08:00:00,28,70,0.0,Cerah,5.7,Pasuruan - Tosari,0
Jawa Timur,Pasuruan,Nguling,Sanganom,-7.7764376754,113.0470088837,2026-04-01 11:00:00,30,65,0.2,Cerah,18.5,Pasuruan - Tosari,0
Jawa Timur,Pasuruan,Nguling,Sanganom,-7.7764376754,113.0470088837,2026-04-01 14:00:00,29,73,0.3,Cerah,6.3,Pasuruan - Tosari,0
Jawa Timur,Pasuruan,Nguling,Sanganom,-7.7764376754,113.0470088837,2026-04-01 17:00:00,25,89,1.4,Hujan Ringan,2.5,Pasuruan - Tosari,0
Jawa Timur,Pasuruan,Nguling,Sanganom,-7.7764376754,113.0470088837,2026-04-01 20:00:00,24,90,0.2,Berawan,2.9,Pasuruan - Tosari,0
Jawa Timur,Pasuruan,Nguling,Sanganom,-7.7764376754,113.0470088837,2026-04-01 23:00:00,24,85,0.0,Berawan,0.9,Pasuruan - Tosari,0
Jawa Timur,Pasuruan,Nguling,Sanganom,-7.7764376754,113.0470088837,2026-04-02 02:00:00,24,84,0.0,Cerah,2.1,Pasuruan - Tosari,0
Jawa Timur,Pasuruan,Nguling,Sanganom,-7.7764376754,113.0470088837,2026-04-02 05:00:00,24,83,0.0,Cerah,2.8,Pasuruan - Tosari,0
Jawa Timur,Pasuruan,Nguling,Sanganom,-7.7764376754,113.0470088837,2026-04-02 08:00:00,28,75,1.3,Hujan Ringan,2.8,Pasuruan - Tosari,0
Jawa Timur,Pasuruan,Nguling,Sanganom,-7.7764376754,113.0470088837,2026-04-02 11:00:00,30,76,1.3,Hujan Ringan,18.5,Pasuruan - Tosari,0
Jawa Timur,Pasuruan,Nguling,Sanganom,-7.7764376754,113.0470088837,2026-04-02 14:00:00,28,83,0.4,Berawan,18.5,Pasuruan - Tosari,0
Jawa Timur,Pasuruan,Nguling,Sanganom,-7.7764376754,113.0470088837,2026-04-02 17:00:00,25,91,0.4,Berawan,2.2,Pasuruan - Tosari,0
Jawa Timur,Pasuruan,Nguling,Sanganom,-7.7764376754,113.0470088837,2026-04-02 20:00:00,24,88,0.0,Berawan,2.2,Pasuruan - Tosari,0
Jawa Timur,Pasuruan,Nguling,Sanganom,-7.7764376754,113.0470088837,2026-04-02 23:00:00,24,86,0.0,Berawan,1.6,Pasuruan - Tosari,0
Jawa Timur,Probolinggo,Gading,Batur,-7.8799653698,113.5667567777,2026-03-31 17:00:00,20,97,0.0,Berawan,4.1,Probolinggo - Sukapura,0
Jawa Timur,Probolinggo,Gading,Batur,-7.8799653698,113.5667567777,2026-03-31 20:00:00,19,95,0.0,Kabut/Asap,3.8,Probolinggo - Sukapura,0
Jawa Timur,Probolinggo,Gading,Batur,-7.8799653698,113.5667567777,2026-03-31 23:00:00,18,93,0.0,Cerah Berawan,4.0,Probolinggo - Sukapura,0
Jawa Timur,Probolinggo,Gading,Batur,-7.8799653698,113.5667567777,2026-04-01 02:00:00,18,92,0.0,Cerah,2.6,Probolinggo - Sukapura,0
Jawa Timur,Probolinggo,Gading,Batur,-7.8799653698,113.5667567777,2026-04-01 05:00:00,18,89,0.0,Cerah,3.3,Probolinggo - Sukapura,0
Jawa Timur,Probolinggo,Gading,Batur,-7.8799653698,113.5667567777,2026-04-01 08:00:00,23,73,0.1,Cerah,7.4,Probolinggo - Sukapura,0
Jawa Timur,Probolinggo,Gading,Batur,-7.8799653698,113.5667567777,2026-04-01 11:00:00,26,69,0.5,Cerah,18.5,Probolinggo - Sukapura,0
Jawa Timur,Probolinggo,Gading,Batur,-7.8799653698,113.5667567777,2026-04-01 14:00:00,23,80,0.9,Cerah Berawan,1.0,Probolinggo - Sukapura,0
Jawa Timur,Probolinggo,Gading,Batur,-7.8799653698,113.5667567777,2026-04-01 17:00:00,20,95,1.2,Hujan Ringan,1.8,Probolinggo - Sukapura,0
Jawa Timur,Probolinggo,Gading,Batur,-7.8799653698,113.5667567777,2026-04-01 20:00:00,19,91,0.1,Berawan,0.9,Probolinggo - Sukapura,0
Jawa Timur,Probolinggo,Gading,Batur,-7.8799653698,113.5667567777,2026-04-01 23:00:00,19,94,0.1,Kabut/Asap,0.9,Probolinggo - Sukapura,0
Jawa Timur,Probolinggo,Gading,Batur,-7.8799653698,113.5667567777,2026-04-02 02:00:00,18,94,0.0,Udara Kabur,1.3,Probolinggo - Sukapura,0
Jawa Timur,Probolinggo,Gading,Batur,-7.8799653698,113.5667567777,2026-04-02 05:00:00,19,90,0.0,Cerah Berawan,3.3,Probolinggo - Sukapura,0
Jawa Timur,Probolinggo,Gading,Batur,-7.8799653698,113.5667567777,2026-04-02 08:00:00,23,88,1.8,Hujan Ringan,3.3,Probolinggo - Sukapura,0
Jawa Timur,Probolinggo,Gading,Batur,-7.8799653698,113.5667567777,2026-04-02 11:00:00,24,91,1.8,Hujan Ringan,18.5,Probolinggo - Sukapura,0
Jawa Timur,Probolinggo,Gading,Batur,-7.8799653698,113.5667567777,2026-04-02 14:00:00,23,92,0.5,Berawan,18.5,Probolinggo - Sukapura,0
Jawa Timur,Probolinggo,Gading,Batur,-7.8799653698,113.5667567777,2026-04-02 17:00:00,20,97,0.5,Udara Kabur,1.6,Probolinggo - Sukapura,0
Jawa Timur,Probolinggo,Gading,Batur,-7.8799653698,113.5667567777,2026-04-02 20:00:00,19,97,0.1,Udara Kabur,1.6,Probolinggo - Sukapura,0
Jawa Timur,Probolinggo,Gading,Batur,-7.8799653698,113.5667567777,2026-04-02 23:00:00,18,95,0.1,Udara Kabur,0.9,Probolinggo - Sukapura,0
Nusa Tenggara Timur,Kupang,Amfoang Utara,Afoan,-9.5360499362,123.8110935697,2026-03-31 18:00:00,25,87,0.4,Cerah,2.8,Sumba Timur - Kanatang,0
Nusa Tenggara Timur,Kupang,Amfoang Utara,Afoan,-9.5360499362,123.8110935697,2026-03-31 21:00:00,25,85,0.0,Cerah,3.8,Sumba Timur - Kanatang,0
Nusa Tenggara Timur,Kupang,Amfoang Utara,Afoan,-9.5360499362,123.8110935697,2026-04-01 00:00:00,25,82,0.0,Cerah,3.6,Sumba Timur - Kanatang,0
Nusa Tenggara Timur,Kupang,Amfoang Utara,Afoan,-9.5360499362,123.8110935697,2026-04-01 03:00:00,25,83,0.0,Cerah,3.9,Sumba Timur - Kanatang,0
